,ASTM, American W Shapes to ASTM A6/A36,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
0,,,Mass,Depth,Width,Thickness of,,Root,Depth,Ratios for,,Second Moment,,Radius,,Elastic,,Plastic,,Buckling,Torsional,Warping,Torsional,Area
1,,,per,of,of,Web,Flange,Radius,between,Local Buckling,,of Area,,of Gyration,,Modulus,,Modulus,,Parameter,Index,Constant,Constant,of
2,,Designation,metre,Section,Section,,,,fillets,Flange,Web,Axis x-x,Axis y-y,Axis x-x,Axis y-y,Axis x-x,Axis y-y,Axis x-x,Axis y-y,,,,,Section
3,,, ,h,b,s,t,r,d,b/2t,d/s,Ix,Iy,rx,ry,Zx,Zy,Sx,Sy,u,x,H,J,A
4,Home,in x in x lb/ft,kg/m,mm,mm,mm,mm,mm,mm, , ,cm4,cm4,cm,cm,cm3,cm3,cm3,cm3, , ,dm6,cm4,cm2
96,92,W27x10x143,213.4,707.9,255.8,17,31,20,605.9,4.13,35.6,223500,8681,28.7,5.65,6313,679,7250,1065,0.879,24.8,9.94,649,272
97,93,W27x10x129,192.7,701.8,254.3,15.5,27.9,20,606,4.56,39.1,199500,7673,28.5,5.59,5685,603,6508,945,0.878,27.3,8.71,480,245
98,94,W27x10x114,171,693.2,255.8,14.5,23.6,20,606,5.42,41.8,171500,6605,28.1,5.51,4947,516,5664,810,0.873,31.3,7.4,319,218
99,95,W27x10x102,153.4,688.1,254.4,13.1,21.1,20,605.9,6.03,46.3,152300,5807,27.9,5.45,4428,457,5056,714,0.872,34.6,6.46,232,195
100,96,W27x10x94,140.9,683.8,253.7,12.4,18.9,20,606,6.71,48.9,137400,5158,27.7,5.36,4018,407,4591,637,0.869,37.9,5.7,177,179
101,97,W27x10x84,126.8,678.4,253,11.7,16.3,20,605.8,7.76,51.8,120200,4412,27.3,5.23,3542,349,4060,547,0.863,42.5,4.84,126,161
102,98,W24x123/4x306,455.8,689,340,32,57.9,20,533.2,2.94,16.7,446100,38100,27.7,8.1,12950,2241,15150,3500,0.889,12.2,37.9,5004,581
103,99,W24x123/4x279,417.1,679,338,29.5,53.1,20,532.8,3.18,18.1,401300,34310,27.5,8.04,11820,2030,13750,3164,0.889,13.1,33.6,3877,531
104,100,W24x123/4x250,373.9,669,335,26.4,48,20,533,3.49,20.2,354800,30180,27.3,7.96,10610,1802,12250,2799,0.89,14.4,29.1,2850,476
105,101,W24x123/4x229,342,661,333,24.4,43.9,20,533.2,3.79,21.9,319800,27100,27.1,7.89,9678,1627,11120,2525,0.89,15.6,25.8,2196,436
106,102,W24x123/4x207,308.9,653,330,22.1,39.9,20,533.2,4.14,24.1,285200,23960,26.9,7.8,8736,1452,9985,2248,0.89,17,22.5,1646,393
107,103,W24x123/4x192,287,647,329,20.6,37.1,20,532.8,4.43,25.9,262300,22070,26.8,7.77,8108,1342,9231,2074,0.89,18.1,20.5,1329,366
108,104,W24x123/4x176,262.7,641,327,19,34,20,533,4.81,28.1,237600,19850,26.6,7.7,7412,1214,8405,1874,0.89,19.6,18.3,1028,335
109,105,W24x123/4x162,243.4,635,329.1,17.9,31,20,533,5.31,29.8,217100,18450,26.5,7.71,6836,1121,7728,1729,0.889,21.2,16.8,802,310
110,106,W24x123/4x146,219.4,628.4,327.7,16.5,27.7,20,533,5.92,32.3,192500,16270,26.2,7.63,6126,993,6904,1531,0.887,23.5,14.7,586,280
111,107,W24x123/4x131,197,621.8,326.5,15.4,24.4,20,533,6.69,34.6,169100,14180,26,7.52,5439,868,6120,1339,0.884,26.2,12.6,418,251
112,108,W24x123/4x117,175.9,616.2,325.1,14,21.6,20,533,7.53,38.1,148900,12390,25.8,7.43,4832,762,5421,1173,0.883,29.2,10.9,298,224
113,109,W24x123/4x104,156.4,611.1,323.9,12.7,19,20,533.1,8.52,42,130600,10770,25.6,7.35,4273,665,4784,1023,0.881,32.7,9.44,209,199
114,110,W24x9x239,357.7,685,245.6,31,55.9,20,533.2,2.2,17.2,323800,13960,26.7,5.53,9453,1137,11280,1830,0.877,13,13.8,3425,456
115,111,W24x9x218,325.1,675.1,243.1,28.4,51,20,533.1,2.38,18.8,289300,12330,26.4,5.46,8570,1015,10170,1629,0.877,14.1,12,2611,414
116,112,W24x9x198,296.7,667,240.5,25.9,47,20,533,2.56,20.6,261000,10990,26.3,5.39,7826,914,9231,1461,0.878,15.1,10.6,2029,378
117,113,W24x9x181,270.8,658.6,238.5,23.9,42.9,20,532.8,2.78,22.3,234400,9775,26.1,5.32,7118,820,8357,1308,0.878,16.4,9.26,1558,345
118,114,W24x9x163,244.6,651,235.9,21.6,39.1,20,532.8,3.02,24.7,209500,8611,25.9,5.26,6435,730,7513,1160,0.878,17.8,8.06,1174,312
119,115,W24x9x146,219.8,643.1,234.1,19.6,35.1,20,532.9,3.33,27.2,185500,7549,25.7,5.19,5769,645,6701,1022,0.878,19.6,6.98,860,280
120,116,W24x9x128,191.5,635,231.5,17,30.9,20,533.2,3.75,31.4,160100,6419,25.6,5.13,5041,555,5815,874,0.879,22.1,5.86,584,244
121,117,W24x9x114,173.1,628.9,229.9,15.5,27.9,20,533.1,4.12,34.4,143000,5674,25.5,5.07,4547,494,5225,776,0.879,24.2,5.12,436,221
122,118,W24x9x103,155.1,623.1,228.6,14,24.9,20,533.3,4.59,38.1,126600,4976,25.3,5.02,4064,435,4652,683,0.879,26.8,4.45,315,198
123,119,W24x9x94,141.9,617.5,230.3,13.1,22.2,20,533.1,5.19,40.7,113900,4535,25.1,5.01,3690,394,4216,617,0.876,29.5,4.02,236,181
124,120,W24x9x84,126.7,612.1,229.1,11.9,19.6,20,532.9,5.84,44.8,100200,3940,24.9,4.94,3275,344,3734,538,0.875,32.8,3.46,168,161
125,121,W24x9x76,115.1,607.6,228.3,11.2,17.3,20,533,6.6,47.6,89120,3442,24.7,4.85,2934,301,3348,472,0.871,36.3,3,124,147
126,122,W24x9x68,103.2,602.7,227.7,10.5,14.9,20,532.9,7.64,50.8,77810,2941,24.3,4.73,2582,258,2953,405,0.866,40.7,2.54,87.8,131
127,123,W24x7x62,93.8,603,178.8,10.9,15,20,533,5.96,48.9,66190,1439,23.5,3.47,2196,161,2569,260,0.85,40.4,1.24,81,120
128,124,W24x7x55,83.4,598.7,177.9,10,12.8,20,533.1,6.95,53.3,57510,1209,23.3,3.37,1921,136,2252,220,0.846,45.3,1.04,57,106
129,125,W21x121/4x275,408.6,613,327,31,55.6,12.7,476.4,2.94,15.4,316900,32530,24.7,7.91,10340,1990,12120,3096,0.89,11.2,25.3,4131,521
130,126,W21x121/4x248,361.2,603,324,26.2,50.5,12.7,476.6,3.21,18.2,278900,28710,24.6,7.9,9250,1772,10720,2739,0.894,12.3,21.9,2996,460
131,127,W21x121/4x223,331.2,593,322,25.4,45.5,12.7,476.6,3.54,18.8,247700,25390,24.2,7.76,8355,1577,9656,2442,0.89,13.4,19,2263,422
132,128,W21x121/4x201,299.5,585,319,23.1,41.4,12.7,476.8,3.85,20.6,220700,22450,24.1,7.67,7547,1408,8670,2175,0.89,14.6,16.6,1700,382
133,129,W21x121/4x182,271.3,577,317,21.1,37.6,12.7,476.4,4.22,22.6,196700,20000,23.9,7.61,6820,1262,7792,1947,0.89,15.9,14.6,1277,346
134,130,W21x121/4x166,246.9,571,315.5,19,34.5,12.7,476.6,4.57,25.1,177700,18090,23.8,7.58,6226,1147,7071,1764,0.891,17.2,13,979,314
135,131,W21x121/4x147,218.9,560.3,317.8,18.3,29.2,12.7,476.5,5.44,26,151100,15650,23.3,7.49,5395,985,6115,1518,0.884,19.8,11,642,279
136,132,W21x121/4x132,196.6,554.5,316,16.5,26.3,12.7,476.5,6.01,28.9,134300,13850,23.2,7.44,4843,877,5463,1349,0.884,21.8,9.66,470,250
137,133,W21x121/4x122,181.5,550.7,314.7,15.2,24.4,12.7,476.5,6.45,31.3,123300,12690,23.1,7.41,4478,807,5033,1239,0.885,23.4,8.79,374,231
138,134,W21x121/4x111,165.5,546.4,313.4,14,22.2,12.7,476.6,7.06,34,111300,11400,23,7.35,4072,728,4563,1116,0.885,25.6,7.83,284,211
139,135,W21x121/4x101,150.6,542.5,312.2,12.7,20.3,12.7,476.5,7.69,37.5,100700,10310,22.9,7.33,3712,660,4144,1011,0.885,27.8,7.03,216,192
140,136,W21x81/4x93,138.3,549.1,213.9,14.7,23.6,12.7,476.5,4.53,32.4,86090,3864,22.1,4.68,3136,361,3613,568,0.873,25,2.67,250,176
141,137,W21x81/4x83,123.3,544.3,212.2,13.1,21.2,12.7,476.5,5,36.4,76240,3387,22,4.64,2801,319,3213,500,0.874,27.6,2.32,181,157
142,138,W21x81/4x73,109,539.5,210.7,11.6,18.8,12.7,476.5,5.6,41.1,66800,2939,21.9,4.6,2476,279,2827,435,0.875,30.9,1.99,126,139
143,139,W21x81/4x68,101.4,536.7,210.1,10.9,17.4,12.7,476.5,6.04,43.7,61650,2696,21.8,4.57,2297,257,2619,400,0.874,33.1,1.82,102,129
144,140,W21x81/4x2,92.5,533.1,209.3,10.2,15.6,12.7,476.5,6.71,46.7,55330,2389,21.7,4.5,2076,228,2366,356,0.871,36.4,1.6,76.3,118
145,141,W21x61/2x57,84.8,534.9,166.5,10.3,16.5,12.7,476.5,5.05,46.3,48630,1275,21.2,3.44,1818,153,2107,243,0.862,35.5,0.857,73.8,108
146,142,W21x61/2x50,74.7,529.1,165.9,9.7,13.6,12.7,476.5,6.1,49.1,41060,1040,20.8,3.3,1552,125,1808,200,0.853,41.1,0.691,47.9,95.2
147,143,W21x61/2x44,65.7,524.8,165.1,8.9,11.4,12.7,476.6,7.24,53.6,35040,859,20.5,3.2,1336,104,1561,166,0.847,47,0.566,32,83.7
148,144,W18x71/2x71,106.1,469.1,193.9,12.6,20.6,12.7,402.5,4.71,31.9,49050,2511,19,4.31,2091,259,2397,405,0.878,24.2,1.26,149,135
149,145,W18x71/2x65,96.9,466.4,192.8,11.4,19,12.7,403,5.07,35.4,44770,2276,19,4.29,1920,236,2191,368,0.879,26.1,1.14,116,123
150,146,W18x71/2x60,89.7,463.2,191.9,10.5,17.7,12.7,402.4,5.42,38.3,41190,2090,19,4.28,1779,218,2023,339,0.88,27.9,1.04,93.3,114
151,147,W18x71/2x55,82.4,460,191.3,9.9,16,12.7,402.6,5.98,40.7,37270,1871,18.8,4.22,1620,196,1842,304,0.878,30.5,0.922,71.4,105
152,148,W18x71/2x50,74.7,457,190.4,9,14.5,12.7,402.6,6.57,44.7,33540,1672,18.8,4.19,1468,176,1663,273,0.878,33.4,0.818,53.6,95.1
153,149,W18x6x46,68.9,458.7,153.9,9.1,15.4,12.7,402.5,5,44.2,29860,939,18.4,3.27,1302,122,1496,192,0.87,32.3,0.461,52.9,87.7
154,150,W18x6x40,59.9,454.7,152.8,8,13.3,12.7,402.7,5.74,50.3,25650,793,18.3,3.23,1128,104,1293,163,0.869,36.9,0.386,35.1,76.3
155,151,W18x6x35,52.5,449.6,152.4,7.6,10.8,12.7,402.6,7.06,53,21430,639,17.9,3.09,953,83.9,1100,133,0.859,43.1,0.308,22.2,66.8
156,152,W16x7x57,85.1,417.3,180.8,10.9,18.2,11.5,357.9,4.97,32.8,31640,1798,17.1,4.07,1517,199,1730,310,0.881,24.3,0.716,93.9,108
157,153,W16x7x50,75,413,179.6,9.7,16,11.5,358,5.61,36.9,27530,1548,17,4.03,1333,172,1514,268,0.881,27.3,0.61,64.7,95.6
158,154,W16x7x45,67.6,409.7,178.7,8.8,14.4,11.5,357.9,6.2,40.7,24570,1372,16.9,3.99,1199,154,1358,238,0.88,30.1,0.536,47.7,86.1
159,155,W16x7x40,59.6,406.7,177.7,7.7,12.8,11.5,358.1,6.94,46.5,21600,1199,16.9,3.97,1062,135,1197,208,0.882,33.6,0.465,33.4,76
160,156,W16x7x36,53.7,402.8,177.4,7.5,10.9,11.5,358,8.14,47.7,18710,1016,16.5,3.85,929,115,1051,178,0.873,38.1,0.39,23.2,68.4
161,157,W16x51/2x31,46.5,403.4,140.3,7,11.1,12.7,355.8,6.32,50.8,15710,513,16.3,2.94,779,73.1,891,115,0.869,38.1,0.197,20.1,59.2
162,158,W16x51/2x26,39.5,398.5,139.7,6.4,8.8,12.7,355.5,7.94,55.5,12770,401,15.9,2.82,641,57.4,737,90.6,0.86,45.3,0.152,12,50.3
163,159,W14x16x730,1090,569.4,454.4,78,125,20,279.4,1.82,3.58,597700,196800,20.7,11.9,20990,8662,27280,13410,0.851,3.79,97.2,61290,1389
164,160,W14x16x665,992.5,549.7,448.3,71.9,115,20,279.7,1.95,3.89,518900,173700,20.3,11.7,18880,7751,24300,11980,0.849,4.01,82.1,47520,1264
165,161,W14x16x605,904,531.4,442.3,65.9,106,20,279.4,2.09,4.24,451700,153700,19.8,11.6,17000,6949,21680,10730,0.848,4.25,69.5,36910,1152
166,162,W14x16x550,820.1,514.1,436.9,60.5,97,20,280.1,2.25,4.63,392700,135500,19.4,11.4,15280,6201,19280,9563,0.846,4.54,58.9,28210,1045
167,163,W14x16x500,745.5,497.8,432.1,55.6,88.9,20,280,2.43,5.04,342200,120000,19,11.2,13750,5556,17180,8558,0.844,4.85,50.2,21670,950
168,164,W14x16x455,678.5,483.1,427.6,51.2,81.5,20,280.1,2.62,5.47,299700,106600,18.6,11.1,12410,4985,15360,7671,0.843,5.18,43,16670,864
169,165,W14x16x426,635.6,474.2,424.1,47.6,77.1,20,280,2.75,5.88,274900,98330,18.4,11,11590,4637,14260,7125,0.843,5.41,38.8,13960,810
170,166,W14x16x398,594.1,464.6,421.4,45,72.3,20,280,2.91,6.22,250200,90440,18.2,10.9,10770,4292,13160,6591,0.842,5.69,34.8,11540,757
171,167,W14x16x370,552.3,455.2,418.4,42,67.6,20,280,3.09,6.67,226900,82740,18,10.8,9970,3955,12090,6067,0.841,6,31.1,9404,704
172,168,W14x16x342,510,445.5,415.5,39.1,62.7,20,280.1,3.31,7.16,204100,75140,17.7,10.8,9163,3617,11030,5543,0.84,6.37,27.5,7505,650
173,169,W14x16x311,464.6,436.6,412.2,35.8,57.4,20,281.8,3.59,7.87,182200,67140,17.5,10.7,8346,3258,9953,4987,0.84,6.88,24.1,5752,592
174,170,W14x16x283,423,425.2,409.2,32.8,52.6,20,280,3.89,8.54,160200,60180,17.2,10.6,7535,2941,8913,4497,0.838,7.36,20.9,4419,539
175,171,W14x16x257,383.8,416.1,406.3,29.8,48,20,280.1,4.23,9.4,141900,53740,17,10.5,6818,2645,7996,4040,0.837,7.96,18.2,3350,489
176,172,W14x16x233,347.9,407.4,403.6,27.2,43.7,20,280,4.62,10.3,125500,47950,16.8,10.4,6160,2376,7164,3625,0.836,8.62,15.9,2530,443
177,173,W14x16x219,326.9,403.1,402,25.5,41.2,20,280.7,4.88,11,116800,44660,16.7,10.4,5794,2222,6703,3387,0.836,9.09,14.6,2117,416
178,174,W14x16x211,314.2,399.3,401.3,24.9,39.5,20,280.3,5.08,11.3,110700,42600,16.6,10.3,5543,2123,6395,3236,0.835,9.4,13.8,1880,400
179,175,W14x16x193,288.1,393.2,399,22.6,36.5,20,280.2,5.47,12.4,99990,38680,16.5,10.3,5086,1939,5828,2952,0.835,10.1,12.3,1474,367
180,176,W14x16x176,263.5,386.6,397.5,21.1,33.3,20,280,5.97,13.3,89450,34890,16.3,10.2,4627,1756,5270,2672,0.833,10.9,10.9,1132,336
181,177,W14x16x159,237.6,380.4,395.4,18.9,30.2,20,280,6.55,14.8,79400,31140,16.2,10.1,4174,1575,4719,2394,0.833,11.9,9.55,843,303
182,178,W14x16x145,217.4,375.4,393.7,17.3,27.7,20,280,7.11,16.2,71620,28190,16.1,10.1,3815,1432,4288,2175,0.833,12.8,8.52,652,277
183,179,W14x141/2x132,197.7,372.4,374,16.4,26.2,20,280,7.14,17.1,64140,22860,16,9.53,3445,1223,3866,1858,0.843,13.5,6.85,531,252
184,180,W14x141/2x120,180.2,367.8,372.6,15,23.9,20,280,7.79,18.7,57670,20620,15.9,9.48,3136,1107,3500,1681,0.843,14.6,6.1,406,230
185,181,W14x141/2x109,163.1,363.7,371,13.3,21.8,20,280.1,8.51,21.1,51800,18560,15.8,9.45,2849,1001,3159,1518,0.844,15.9,5.43,307,208
186,182,W14x141/2x99,148.6,360,370,12.3,19.8,20,280.4,9.34,22.8,46650,16720,15.7,9.4,2591,904,2861,1371,0.843,17.3,4.84,233,189
187,183,W14x141/2x90,135.1,356.1,368.8,11.2,18,20,280.1,10.2,25,41870,15060,15.6,9.35,2352,816,2585,1238,0.843,18.9,4.3,177,172
188,184,W14x63/4x38,57.7,358.1,172.1,7.9,13.1,16,299.9,6.57,38,16410,1116,14.9,3.9,917,130,1031,201,0.886,27.3,0.332,37.7,73.5
189,185,W14x63/4x34,51.6,355.1,171.3,7.2,11.6,16,299.98,7.41,41.7,14460,971,14.8,3.84,815,113,914,175,0.885,30.2,0.286,27.2,65.7
190,186,W14x63/4x30,46,351.5,170.9,6.9,9.8,16,299.9,8.72,43.5,12460,817,14.6,3.74,709,95.7,798,149,0.878,34,0.239,19,58.6
191,187,W14x5x26,40.1,353.3,127.6,6.5,10.7,16,299.9,5.96,46.1,10580,372,14.4,2.7,599,58.4,682,92.1,0.875,32.4,0.109,18.2,51.1
192,188,W14x5x22,33.8,349,127,5.8,8.5,16,300,7.47,51.7,8608,292,14.1,2.6,493,46,563,72.8,0.869,38,0.085,11.1,43
193,189,W12x12x336,501.6,427.2,340,45.1,75.1,20,237,2.26,5.25,169300,49430,16.3,8.8,7925,2908,9902,4491,0.861,4.97,15.3,10290,639
194,190,W12x12x305,455.2,414.5,336.2,41.3,68.7,20,237.1,2.45,5.74,147900,43700,16,8.68,7134,2599,8826,4009,0.86,5.32,13.1,7861,580
195,191,W12x12x279,415.9,402.6,333.8,38.9,62.7,20,237.2,2.66,6.1,129800,39020,15.7,8.58,6448,2338,7907,3606,0.857,5.69,11.3,6063,530
196,192,W12x12x252,376.3,391.4,330.3,35.4,57.2,20,237,2.89,6.69,113400,34470,15.4,8.48,5796,2087,7039,3215,0.856,6.11,9.63,4588,479
197,193,W12x12x230,344.1,382.3,327.5,32.6,52.6,20,237.1,3.11,7.27,100800,30890,15.2,8.39,5274,1886,6351,2902,0.856,6.54,8.39,3566,438
