id,sec,Mass,Depth,Width,Thickness of,,Root,Depth,Ratios for,,Second Moment,,Radius,,Elastic,,Plastic,,Buckling,Torsional,Warping,Torsional,Area,Shape
185,ISA125X95X8,13.3293,125,95,8,8,,,,,266,133.30000305,100,76,26.1040234,23.3859653,30.6000004,18.5,,,,36.1813331,16.98,angle
184,ISMB125,13.031,125,75,7.6,4.4,,,,,449,43.70000076,55,95,71.84,11.6533335,71.8000031,11.6999998,,,,25.0665355,16.6,I
183,ISA90X60X12,13.00745,90,60,12,12,,,,,129.1000061,45.20000076,108,72,17.5169615,14.4871803,22,10.3000002,,,,79.4880009,16.57,angle
182,ISA100X75X10,12.9525,100,75,10,10,,,,,160.3999939,76.90000153,100,75,19.9254652,17.842228,23.6000004,13.8000002,,,,55,16.5,angle
181,ISJB225,12.779800785,225,80,5,3.7,,,,,1308.5,40.5,83.25,66.66667,116.3111111,10.125,116.3000031,10.1000004,,,,10.2967978,16.280001,I
180,ISMC125,12.709150785,125,65,8.1,5,,,,,416.3999939,59.90000153,62.5,105.3,66.623999,13.1359654,66.5999985,13.1000004,,,,27.5624442,16.190001,channel
179,ISLT100,12.6856,100,100,10.8,5.7,,,,,116.59999847,75,57,90,14.8157561,15,14.8000002,16,,,,47.4968052,16.16,tee
178,ISA100X65X10,12.17535,100,65,10,10,,,,,153.19999695,50.70000076,100,65,18.3034644,15.0445111,23.1000004,10.3999996,,,,51.6666651,15.51,angle
177,ISNB100M,12.1675,114.3,0,0,4.5,,,,,234.30000305,234.30000305,82.38189,82.38189,40.9973748,40.9973748,41,41,,,,4686.000061,15.5,pipe
176,ISA100X100X8,12.08115,100,100,8,8,,,,,145.1000061,145.1000061,80,80,20.0414373,20.0414373,20,20,,,,32.7679992,15.39,angle
175,ISA125X75X8,12.0733,125,75,8,8,,,,,245.5,67.19999695,100,60,22.6894638,16.19277,29.3999996,11.5,,,,32.7679992,15.38,angle
173,ISB122X61X4.5,11.8849,122,61,4.5,4.5,,,,,278.94000244,93.77999878,109.8,54.9,45.72787,30.7475411,45.7299995,30.75,,,,2339.7999573,15.14,box
174,ISB91.5X91.5X4.5,11.8849,91.5,91.5,4.5,4.5,,,,,187.57000732,187.57000732,82.35,82.35,40.9989104,40.9989104,41,41,,,,3041.1999512,15.14,box
172,ISLB125,11.8692,125,75,6.5,4.4,,,,,406.7999878,43.40000153,55,81.25,65.087998,11.5733337,65.0999985,11.6000004,,,,16.911453,15.12,I
171,ISA80X80X10,11.81425,80,80,10,10,,,,,87.69999695,87.69999695,80,80,15.4946989,15.4946989,15.5,15.5,,,,50,15.05,angle
169,ISMB100,11.461,100,75,7.2,4,,,,,257.5,40.79999924,40,90,51.5,10.8799998,51.5,10.8999996,,,,20.488534,14.6,I
170,ISNB90H,11.461,101.6,0,0,4.8,,,,,171.44000244,171.44000244,78.51811,78.51811,33.7480325,33.7480325,33.75,33.75,,,,3428.800049,14.6,pipe
168,ISJC175,11.1784,175,60,6.9,3.6,,,,,719.9000244,50.5,63,82.8,82.2742885,11.8823529,82.3000031,11.8999996,,,,15.6473422,14.24,channel
167,ISA75X75X10,11.0057,75,75,10,10,,,,,71.40000153,71.40000153,75,75,13.5227276,13.5227276,13.5,13.5,,,,46.6666651,14.02,angle
166,ISA90X60X10,10.99785,90,60,10,10,,,,,110.90000153,39.09999847,90,60,14.8859061,12.8618418,18.6000004,8.8000002,,,,46.6666651,14.01,angle
165,ISA90X90X8,10.82515,90,90,8,8,,,,,104.19999695,104.19999695,72,72,16.0554695,16.0554695,16,16,,,,29.3546677,13.79,angle
164,ISLC125,10.73095,125,65,6.6,4.4,,,,,356.7999878,57.20000076,55,85.8,57.087998,12.8251122,57.0999985,12.8000002,,,,15.6326842,13.67,channel
163,ISA100X75X8,10.4876,100,75,8,8,,,,,131.6000061,63.29999924,80,60,16.1869626,14.3863632,19.1000004,11.1999998,,,,28.5013342,13.36,angle
162,ISA70X70X10,10.2207,70,70,10,10,,,,,57.20000076,57.20000076,70,70,11.6734693,11.6734693,11.6999998,11.6999998,,,,43.3333349,13.02,angle
161,ISA125X95X6,10.0951,125,95,6,6,,,,,203.19999695,102.09999847,75,57,19.7665367,17.6034482,23.1000004,14,,,,15.4079998,12.86,angle
160,ISNB80H,9.9695,88.9,0,0,4.8,,,,,112.51999664,112.51999664,68.98571,68.98571,25.313834,25.313834,25.3099995,25.3099995,,,,2250.3999329,12.7,pipe
159,ISJC150,9.93025,150,55,6.9,3.6,,,,,471.1000061,37.90000153,54,75.9,62.8133341,9.869792,62.7999992,9.8999996,,,,14.163512,12.65,channel
158,ISJB200,9.9224,200,60,5,3.4,,,,,780.7000122,17.29999924,68,50,78.0700012,5.7666664,78.0999985,5.8000002,,,,7.4892533,12.64,I
157,ISA100X65X8,9.86745,100,64.8,8,8,,,,,125.90000153,41.90000153,80,51.84,14.8994084,12.7743908,18.7000008,8.5,,,,26.7605329,12.57,angle
156,ISNB100L,9.8125,114.3,0,0,3.6,,,,,192.02999878,192.02999878,65.6496,65.6496,33.6010488,33.6010488,33.5999985,33.5999985,,,,3840.599976,12.5,pipe
154,ISB122X61X3.6,9.6712,122,61,3.6,3.6,,,,,232.61000061,78.83000183,87.84,43.92,38.1327876,25.8459026,38.1300011,25.8400002,,,,1931.1999512,12.32,box
155,ISB91.5X91.5X3.6,9.6712,91.5,91.5,3.6,3.6,,,,,156.49000549,156.49000549,65.88,65.88,34.2054671,34.2054671,34.2099991,34.2099991,,,,2495.8999634,12.32,box
152,ISB72X72X4.8,9.66335,72,72,4.8,4.8,,,,,90.30999756,90.30999756,69.12,69.12,25.0861111,25.0861111,25.0900002,25.0900002,,,,1500,12.31,box
153,ISB96X48X4.8,9.66335,96,48,4.8,4.8,,,,,134.3500061,44.54999924,92.16,46.08,27.9895835,18.5624989,27.9899998,18.5599995,,,,1145.6999969,12.31,box
151,ISNB90M,9.6555,101.6,0,0,4,,,,,146.32000732,146.32000732,65.37402,65.37402,28.8031515,28.8031515,28.7999992,28.7999992,,,,2926.4001465,12.3,pipe
150,ISNT80,9.61625,80,80,8,8,,,,,71.19999695,32.29999924,64,53.33333,12.3396876,8.0749998,12.3000002,8.1000004,,,,25.9413338,12.25,tee
149,ISA80X80X8,9.58485,80,80,8,8,,,,,72.5,72.5,64,64,12.652705,12.652705,12.6000004,12.6000004,,,,25.9413338,12.21,angle
148,ISA80X50X10,9.4357,80,50,10,10,,,,,74.69999695,22.10000038,80,50,11.1826344,7.864769,14.3999996,6,,,,40,12.02,angle
147,ISA65X65X10,9.42,65,65,10,10,,,,,45,45,65,65,9.9337749,9.9337749,9.8999996,9.8999996,,,,40,12,angle
146,ISMC100,9.1845,100,50,7.5,4.7,,,,,186.69999695,25.89999962,47,75,37.3399994,7.4639768,37.2999992,7.5,,,,17.0041513,11.7,channel
145,ISA100X100X6,9.16095,100,100,6,6,,,,,111.30000305,111.30000305,60,60,15.1841752,15.1841752,15.1999998,15.1999998,,,,13.9680004,11.67,angle
144,ISA125X75X6,9.1531,125,75,6,6,,,,,187.80000305,51.59999847,75,45,17.2135659,12.7407398,22.2000008,8.6999998,,,,13.9680004,11.66,angle
143,ISA75X50X10,9.0432,75,50,10,10,,,,,62.29999924,21.79999924,75,50,10.1465797,8.3846154,12.6999998,6,,,,38.3333325,11.52,angle
142,ISA75X75X8,8.9333,75,75,8,8,,,,,59,59,60,60,11.0074629,11.0074629,11,11,,,,24.2346668,11.38,angle
141,ISA90X60X8,8.92545,90,60,8,8,,,,,91.5,32.40000153,72,48,12.1675532,10.6578954,15.1000004,7.1999998,,,,24.2346668,11.37,angle
140,ISNB90L,8.7135,101.6,0,0,3.6,,,,,133.27000427,133.27000427,58.64645,58.64645,26.2342532,26.2342532,26.2299995,26.2299995,,,,2665.4000854,11.1,pipe
139,ISA60X60X10,8.635,60,60,10,10,,,,,34.79999924,34.79999924,60,60,8.385542,8.385542,8.3999996,8.3999996,,,,36.6666675,11,angle
138,ISNB80M,8.3995,88.9,0,0,4,,,,,96.36000061,96.36000061,57.35152,57.35152,21.6782895,21.6782895,21.6800003,21.6800003,,,,1927.2000122,10.7,pipe
137,ISA70X70X8,8.3053,70,70,8,8,,,,,47.40000153,47.40000153,56,56,9.5180726,9.5180726,9.5,9.5,,,,22.5279999,10.58,angle
136,ISA70X45X10,8.2582,70,45,10,10,,,,,49.29999924,15.60000038,70,45,8.5590277,6.2903227,10.8999996,4.8000002,,,,35,10.52,angle
133,ISA90X90X6,8.21895,90,90,6,6,,,,,80.09999847,80.09999847,54,54,12.1732522,12.1732522,12.1999998,12.1999998,,,,12.5279999,10.47,angle
134,ISB72X72X4.0,8.21895,72,72,4,4,,,,,79.02999878,79.02999878,57.6,57.6,21.952778,21.952778,21.9500008,21.9500008,,,,1292.2000122,10.47,box
135,ISB96X48X4.0,8.21895,96,48,4,4,,,,,117.55000305,39.31999969,76.8,38.4,24.489583,16.3833326,24.4899998,16.3799992,,,,990.4000092,10.47,box
132,ISST100,8.14045,100,50,10,5.8,,,,,99,9.60000038,58,41.66667,14.2037302,3.8400002,14.1999998,3.8,,,,22.5200272,10.37,tee
131,ISJB175,8.0698,175,50,4.8,3.2,,,,,479.2999878,9.69999981,56,40,54.7771415,3.8799999,54.7999992,3.9000001,,,,5.4930091,10.28,I
130,ISLB100,8.01485,100,50,6.4,4,,,,,168,12.69999981,40,53.33333,33.6,5.0799999,33.5999985,5.0999999,,,,10.5983996,10.21,I
129,ISA100X75X6,7.9599,100,75,6,6,,,,,100.90000153,48.70000076,60,45,12.2749393,10.8463253,14.3999996,8.5,,,,12.1679997,10.14,angle
128,ISNB65H,7.9285,76.1,0,0,4.5,,,,,65.12000275,65.12000275,55.27792,55.27792,17.1143237,17.1143237,17.1000004,17.1000004,,,,1302.4000549,10.1,pipe
127,ISJC125,7.90495,125,50,6.6,3,,,,,270,25.70000076,37.5,66,43.2,7.6488097,43.2000008,7.5999999,,,,10.5894005,10.07,channel
125,ISA55X55X10,7.8657,55,55,10,10,,,,,26.29999924,26.29999924,55,55,6.9576718,6.9576718,7,7,,,,33.3333325,10.02,angle
126,ISLC100,7.8657,100,50,6.4,4,,,,,164.69999695,24.79999924,40,64,32.9399994,7.3372779,32.9000015,7.3000002,,,,10.5983996,10.02,channel
124,ISA80X50X8,7.6773,80,50,8,8,,,,,61.90000153,18.5,64,40,9.156805,6.7765567,11.6999998,4.9000001,,,,20.8213329,9.78,angle
123,ISA65X65X8,7.6616,65,65,8,8,,,,,37.40000153,37.40000153,52,52,8.1127986,8.1127986,8.1000004,8.1000004,,,,20.8213329,9.76,angle
122,ISA100X65X6,7.49675,100,65,6,6,,,,,96.69999695,32.40000153,60,39,11.3364592,9.7885203,14.1999998,6.4000001,,,,11.4479995,9.55,angle
121,ISA75X50X8,7.3633,75,50,8,8,,,,,51.79999924,18.29999924,60,40,8.3279741,7.2619045,10.3999996,4.9000001,,,,19.9679995,9.38,angle
120,ISA80X80X6,7.29265,80,80,6,6,,,,,56,56,48,48,9.6219932,9.6219932,9.6000004,9.6000004,,,,11.0880005,9.29,angle
119,ISLT75,7.0964,75,80,6.8,4.8,,,,,41.90000153,27.60000038,36,45.33333,7.2491352,6.9000001,7.1999998,6.9000001,,,,10.8989787,9.04,tee
118,ISJB150,7.07285,150,50,4.6,3,,,,,322.1000061,9.19999981,45,38.33333,42.9466675,3.6799999,42.9000015,3.7,,,,4.5117334,9.01,I
117,ISA60X60X8,7.0336,60,60,8,8,,,,,29,29,48,48,6.8557919,6.8557919,6.8000002,6.8000002,,,,19.1146672,8.96,angle
116,ISMC75,6.80595,75,40,7.3,4.4,,,,,76,12.60000038,33,58.4,20.2666667,4.6840149,20.2999992,4.6999998,,,,12.0888245,8.67,channel
115,ISA75X75X6,6.7981,75,75,6,6,,,,,45.70000076,45.70000076,45,45,8.4007353,8.4007353,8.3999996,8.3999996,,,,10.3680003,8.66,angle
114,ISA90X60X6,6.79025,90,60,6,6,,,,,70.59999847,25.20000076,54,36,9.2772665,8.0511182,11.5,5.5,,,,10.3680003,8.65,angle
113,ISNB80L,6.75885,88.9,0,0,3.2,,,,,79.23000336,79.23000336,45.52937,45.52937,17.824522,17.824522,17.8199997,17.8199997,,,,1584.6000671,8.61,pipe
112,ISA70X45X8,6.7353,70,45,8,8,,,,,41,13.10000038,56,36,7.0205479,5.4583333,8.8999996,3.9000001,,,,18.2613337,8.58,angle
111,ISB96X48X3.2,6.7039,96,48,3.2,3.2,,,,,98.61000061,33.27999878,61.44,30.72,20.5437493,13.8666656,20.5400009,13.8699999,,,,821.5000153,8.54,box
110,ISB72X72X3.2,6.5469,72,72,3.2,3.2,,,,,66.31999969,66.31999969,46.08,46.08,18.4222226,18.4222226,18.4200001,18.4200001,,,,1064.8000336,8.34,box
109,ISNB65M,6.437,76.1,0,0,3.6,,,,,54.02000046,54.02000046,44.10328,44.10328,14.1971089,14.1971089,14.1999998,14.1999998,,,,1080.4000092,8.2,pipe
108,ISA55X55X8,6.4213,55,55,8,8,,,,,22,22,44,44,5.7142857,5.7142857,5.6999998,5.6999998,,,,17.4080002,8.18,angle
107,ISA65X45X8,6.41345,65,45,8,8,,,,,33.20000076,12.80000019,52,36,6.2641511,5.5411258,7.6999998,3.9000001,,,,17.4080002,8.17,angle
106,ISJT112.5,6.3899,112.5,80,5,3.7,,,,,101.59999847,20.20000076,41.625,33.33333,12.3300969,5.0500002,12.3000002,5.0999999,,,,5.1483989,8.14,tee
105,ISA70X70X6,6.3271,70,70,6,6,,,,,36.79999924,36.79999924,42,42,7.2727272,7.2727272,7.3000002,7.3000002,,,,9.648,8.06,angle
104,ISNB50H,6.1858,60.3,0,0,4.5,,,,,30.89999962,30.89999962,44.10448,44.10448,10.2487557,10.2487557,10.1999998,10.1999998,,,,617.9999924,7.88,pipe
103,ISLB75,6.05235,75,50,5,3.7,,,,,72.69999695,10,27.75,41.66667,19.3866659,4,19.3999996,4,,,,5.2641481,7.71,I
101,ISB49.5X49.5X4.5,5.9503,49.5,49.5,4.5,4.5,,,,,24.63999939,24.63999939,44.55,44.55,9.9555557,9.9555557,9.96,9.96,,,,424.9000168,7.58,box
102,ISB66X33X4.5,5.9503,66,33,4.5,4.5,,,,,36.63999939,11.93000031,59.4,29.7,11.1030303,7.2303033,11.1000004,7.23,,,,318.4000015,7.58,box
100,ISA80X50X6,5.8561,80,50,6,6,,,,,48,14.39999962,48,30,7.0175438,5.4545451,9,3.8,,,,8.9279997,7.46,angle
99,ISA65X65X6,5.8404,65,65,6,6,,,,,29.10000038,29.10000038,39,39,6.2046908,6.2046908,6.1999998,6.1999998,,,,8.9279997,7.44,angle
98,ISJC100,5.81685,100,45,5.1,3,,,,,123.80000305,14.89999962,30,45.9,24.7600006,4.8064515,24.7999992,4.8000002,,,,4.78773,7.41,channel
97,ISA60X40X8,5.78545,60,40,8,8,,,,,25.39999962,8,48,32,5.1626016,3.8647344,6.5,3,,,,15.7013333,7.37,angle
96,ISNB65L,5.7462,76.1,0,0,3.2,,,,,48.79000092,48.79000092,39.06245,39.06245,12.8226019,12.8226019,12.8199997,12.8199997,,,,975.8000183,7.32,pipe
95,ISA75X75X5,5.70695,75,75,5,5,,,,,38.70000076,38.70000076,37.5,37.5,7.0620439,7.0620439,7.0999999,7.0999999,,,,6.0416669,7.27,angle
94,ISLC75,5.6991,75,40,6,3.7,,,,,66.09999847,11.5,27.75,48,17.6266663,4.3396227,17.6000004,4.3000002,,,,6.8237132,7.26,channel
93,ISA75X50X6,5.6206,75,50,6,6,,,,,40.29999924,14.30000019,45,30,6.3968253,5.5859377,8,3.8,,,,8.5680002,7.16,angle
92,ISNT60,5.4165,60,60,6,6,,,,,22.5,10.10000038,36,30,5.1963048,3.3666668,5.1999998,3.4000001,,,,8.2080001,6.9,tee
91,ISA60X60X6,5.3694,60,60,6,6,,,,,22.60000038,22.60000038,36,36,5.2436196,5.2436196,5.1999998,5.1999998,,,,8.2080001,6.84,angle
90,ISA70X70X5,5.31445,70,70,5,5,,,,,31.10000038,31.10000038,35,35,6.0861057,6.0861057,6.0999999,6.0999999,,,,5.625,6.77,angle
89,ISA70X45X6,5.1496,70,45,6,6,,,,,32,10.30000019,42,27,5.4145516,4.4396554,6.8000002,3,,,,7.8479999,6.56,angle
88,ISNB50M,5.03185,60.3,0,0,3.6,,,,,25.87999916,25.87999916,35.11149,35.11149,8.5837474,8.5837474,8.5799999,8.5799999,,,,517.5999832,6.41,pipe
87,ISJT100,4.9612,100,60,5,3.4,,,,,63.5,8.60000038,34,25,8.8317106,2.8666668,8.8000002,2.9000001,,,,3.7446266,6.32,tee
85,ISB49.5X49.5X3.6,4.9298,49.5,49.5,3.6,3.6,,,,,21.42000008,21.42000008,35.64,35.64,8.6545458,8.6545458,8.6499996,8.6499996,,,,358.1999969,6.28,box
86,ISB66X33X3.6,4.9298,66,33,3.6,3.6,,,,,31.87000084,10.52000046,47.52,23.76,9.6575762,6.3757579,9.6599998,6.3699999,,,,271.7000008,6.28,box
84,ISA80X50X5,4.92195,80,50,5,5,,,,,40.59999847,12.30000019,40,25,5.9011626,4.7307695,7.5,3.2,,,,5.2083331,6.27,angle
83,ISA55X55X6,4.9141,55,55,6,6,,,,,17.29999924,17.29999924,33,33,4.4020355,4.4020355,4.4000001,4.4000001,,,,7.4879998,6.26,angle
81,ISA65X45X6,4.90625,65,45,6,6,,,,,26,10.10000038,39,27,4.8327138,4.2259414,5.9000001,3,,,,7.4879998,6.25,angle
82,ISA65X65X5,4.90625,35,35,5,5,,,,,24.70000076,24.70000076,17.5,17.5,13.9548028,13.9548028,5.1999998,5.1999998,,,,2.7083334,6.25,angle
80,ISA75X50X5,4.7257,75,50,5,5,,,,,34.09999847,12.19999981,37.5,25,5.3785486,4.6743296,6.6999998,3.2,,,,5,6.02,angle
79,ISA60X60X5,4.51375,60,60,5,5,,,,,19.20000076,19.20000076,30,30,4.4137933,4.4137933,4.4000001,4.4000001,,,,4.7916666,5.75,angle
78,ISNT50,4.4745,50,50,6,6,,,,,12.69999981,5.9000001,30,25,3.5674157,2.36,3.5999999,2.4000001,,,,6.7680001,5.7,tee
77,ISA50X50X6,4.4588,50,50,6,6,,,,,12.89999962,12.89999962,30,30,3.6338028,3.6338028,3.5999999,3.5999999,,,,6.7680001,5.68,angle
76,ISA60X40X6,4.43525,60,40,6,6,,,,,19.89999962,7,36,24,3.9799999,3.4825871,5,2.3,,,,6.7680001,5.65,angle
75,ISNB40H,4.3646,48.3,0,0,4,,,,,13.77000046,13.77000046,31.48364,31.48364,5.7018636,5.7018636,5.6999998,5.6999998,,,,275.4000092,5.56,pipe
74,ISA70X45X5,4.3332,70,45,5,5,,,,,27.20000076,8.80000019,35,22.5,4.5637585,3.8766521,5.6999998,2.5,,,,4.5833334,5.52,angle
73,ISA55X55X5,4.13695,55,55,5,5,,,,,14.69999981,14.69999981,27.5,27.5,3.7027707,3.7027707,3.7,3.7,,,,4.375,5.27,angle
72,ISA65X45X5,4.1291,65,45,5,5,,,,,22.10000038,8.60000038,32.5,22.5,4.0774909,3.5390947,5,2.5,,,,4.375,5.26,angle
71,ISNB50L,4.10555,60.3,0,0,2.9,,,,,21.59000015,21.59000015,28.16221,28.16221,7.1608622,7.1608622,7.1599998,7.1599998,,,,431.8000031,5.23,pipe
69,ISB49.5X49.5X2.9,4.07415,49.5,49.5,2.9,2.9,,,,,18.37000084,18.37000084,28.71,28.71,7.4222228,7.4222228,7.4200001,7.4200001,,,,300.3000069,5.19,box
70,ISB66X33X2.9,4.07415,66,33,2.9,2.9,,,,,27.32999992,9.11999989,38.28,19.14,8.2818183,5.5272727,8.2799997,5.5300002,,,,229.7999954,5.19,box
68,ISJT57.5,4.0349,87.5,50,4.8,3.2,,,,,39,4.80000019,28,20,6.24,1.9200001,6.1999998,1.9,,,,2.7465045,5.14,tee
67,ISLT50,4.01135,50,50,6.4,4,,,,,9.89999962,6.4000001,20,26.66667,2.5984251,2.56,2.5999999,2.5,,,,5.2991998,5.11,tee
66,ISA45X45X6,3.97995,45,45,6,6,,,,,9.19999981,9.19999981,27,27,2.9022082,2.9022082,2.9000001,2.9000001,,,,6.0479999,5.07,angle
65,ISB38X38X4.0,3.94855,38,38,4,4,,,,,9.26000023,9.26000023,30.4,30.4,4.8736844,4.8736844,4.8699999,4.8699999,,,,162.0000076,5.03,box
64,ISNB32H,3.7837,42.4,0,0,4,,,,,8.98999977,8.98999977,27.73774,27.73774,4.2405662,4.2405662,4.2399998,4.2399998,,,,179.7999954,4.82,pipe
63,ISA50X50X5,3.76015,50,50,5,5,,,,,11,11,25,25,3.0640668,3.0640668,3.0999999,3.0999999,,,,3.9583334,4.79,angle
62,ISA60X40X5,3.7366,60,40,5,5,,,,,16.89999962,6,30,20,3.3531745,2.9268293,4.1999998,2,,,,3.9583334,4.76,angle
60,ISB49.5X49.5X2.6,3.6895,49.5,49.5,2.6,2.6,,,,,16.90999985,16.90999985,25.74,25.74,6.8323234,6.8323234,6.8299999,6.8299999,,,,272.7000046,4.7,box
61,ISB66X33X2.6,3.6895,66,33,2.6,2.6,,,,,25.14999962,8.43000031,34.32,17.16,7.6212121,5.1090912,7.6199999,5.1100001,,,,209.5000076,4.7,box
59,ISNB40M,3.55605,48.3,0,0,3.2,,,,,11.59000015,11.59000015,25.05099,25.05099,4.799172,4.799172,4.8000002,4.8000002,,,,231.8000031,4.53,pipe
58,ISJT75,3.5325,75,50,4.6,3,,,,,24.79999924,4.5999999,22.5,19.16667,4.5090908,1.84,4.5,1.8,,,,2.2558667,4.5,tee
57,ISNT40,3.5168,40,40,6,6,,,,,6.30000019,3,24,20,2.2500001,1.5,2.2,1.5,,,,5.3280002,4.48,tee
55,ISA40X40X6,3.50895,40,40,6,6,,,,,6.30000019,6.30000019,24,24,2.2500001,2.2500001,2.3,2.3,,,,5.3280002,4.47,angle
56,ISA50X30X6,3.50895,50,30,6,6,,,,,10.89999962,2.9000001,30,18,2.5829383,1.6477273,3.4000001,1.3,,,,5.3280002,4.47,angle
54,ISA45X45X5,3.3598,45,45,5,5,,,,,7.9000001,7.9000001,22.5,22.5,2.4610592,2.4610592,2.5,2.5,,,,3.5416666,4.28,angle
51,ISA45X30X6,3.2656,45,30,6,6,,,,,8,2.79999995,27,18,2.1680217,1.8064516,2.7,1.3,,,,4.9680001,4.16,angle
52,ISB38X38X3.2,3.2656,38,38,3.2,3.2,,,,,8.18000031,8.18000031,24.32,24.32,4.3052634,4.3052634,4.3000002,4.3000002,,,,138.1999969,4.16,box
53,ISB50X25X3.2,3.2656,50,25,3.2,3.2,,,,,11.63000011,3.79999995,32,16,4.652,3.04,4.6500001,3.04,,,,99.4999981,4.16,box
50,ISNB40L,3.24205,48.3,0,0,2.9,,,,,10.69999981,10.69999981,22.63377,22.63377,4.4306418,4.4306418,4.4299998,4.4299998,,,,213.9999962,4.13,pipe
49,ISNB32M,3.0929,42.4,0,0,3.2,,,,,7.61999989,7.61999989,22.07887,22.07887,3.5943398,3.5943398,3.5899999,3.5899999,,,,152.3999977,3.94,pipe
48,ISA50X50X4,3.0458,50,50,4,4,,,,,9.10000038,9.10000038,20,20,2.5068872,2.5068872,2.5,2.5,,,,2.0479999,3.88,angle
47,ISA35X35X6,3.0301,35,35,6,6,,,,,4.0999999,4.0999999,21,21,1.6942149,1.6942149,1.7,1.7,,,,4.6079999,3.86,angle
45,ISA40X40X5,2.9673,40,40,5,5,,,,,5.4000001,5.4000001,20,20,1.9014085,1.9014085,1.9,1.9,,,,3.125,3.78,angle
46,ISA50X30X5,2.9673,50,30,5,5,,,,,9.30000019,2.5,25,15,2.1830986,1.4534883,2.8,1.1,,,,3.125,3.78,angle
44,ISNB25H,2.92805,33.7,0,0,4,,,,,4.19000006,4.19000006,22.19184,22.19184,2.486647,2.486647,2.48,2.48,,,,83.8000011,3.73,pipe
43,ISA40X25X6,2.7946,40,25,6,6,,,,,5.4000001,1.60000002,24,15,1.63142,1.1188812,2.0999999,0.9,,,,4.2480001,3.56,angle
42,ISA45X30X5,2.7632,45,30,5,5,,,,,6.9000001,2.4000001,22.5,15,1.849866,1.589404,2.3,1.1,,,,2.9166666,3.52,angle
40,ISB38X38X2.6,2.73965,38,38,2.6,2.6,,,,,7.13999987,7.13999987,19.76,19.76,3.7578947,3.7578947,3.76,3.76,,,,116.4000034,3.49,box
41,ISB50X25X2.6,2.73965,50,25,2.6,2.6,,,,,10.15999985,3.3599999,26,13,4.0639999,2.6879999,4.0599999,2.6900001,,,,84.8999977,3.49,box
39,ISA45X45X4,2.72395,45,45,4,4,,,,,6.5,6.5,18,18,2,2,2,2,,,,1.8346667,3.47,angle
38,ISA35X35X5,2.56695,35,35,5,5,,,,,3.5,3.5,17.5,17.5,1.4227642,1.4227642,1.4,1.4,,,,2.7083334,3.27,angle
37,ISNB32L,2.55125,42.4,0,0,2.6,,,,,6.46999979,6.46999979,17.84434,17.84434,3.0518869,3.0518869,3.05,3.05,,,,129.3999958,3.25,pipe
35,ISA40X40X4,2.40995,40,40,4,4,,,,,4.5,4.5,16,16,1.5625,1.5625,1.6,1.6,,,,1.6213334,3.07,angle
36,ISA50X30X4,2.40995,50.1,30,4,4,,,,,7.69999981,2.0999999,20.04,12,1.7865428,1.25,2.3,0.9,,,,1.6234666,3.07,angle
34,ISNB25M,2.4021,33.7,0,0,3.2,,,,,3.6099999,3.6099999,17.62451,17.62451,2.1424332,2.1424332,2.1400001,2.1400001,,,,72.1999979,3.06,pipe
33,ISA40X25X5,2.3707,40,25,5,5,,,,,4.5999999,1.39999998,20,12.5,1.3772455,1.0071942,1.8,0.7,,,,2.5,3.02,angle
32,ISA50X50X3,2.31575,50,50,3,3,,,,,6.9000001,6.9000001,15,15,1.8750001,1.8750001,1.9,1.9,,,,0.873,2.95,angle
31,ISA45X30X4,2.2451,45,30,4,4,,,,,5.69999981,2,18,12,1.5119363,1.3071896,1.9,0.9,,,,1.5146667,2.86,angle
30,ISA30X30X5,2.17445,30,30,5,5,,,,,2.0999999,2.0999999,15,15,1.0096153,1.0096153,1,1,,,,2.2916667,2.77,angle
29,ISA35X35X4,2.0881,35,35,4,4,,,,,2.9000001,2.9000001,14,14,1.16,1.16,1.2,1.2,,,,1.408,2.66,angle
28,ISA45X45X3,2.0724,45,45,3,3,,,,,5,5,13.5,13.5,1.5151515,1.5151515,1.5,1.5,,,,0.783,2.64,angle
27,ISNB25L,1.9939,33.7,0,0,2.6,,,,,3.08999991,3.08999991,14.26772,14.26772,1.8338279,1.8338279,1.83,1.83,,,,61.7999983,2.54,pipe
26,ISB25X25X3.2,1.98605,25,25,3.2,3.2,,,,,1.88999999,1.88999999,16,16,1.512,1.512,1.51,1.51,,,,31.400001,2.53,box
25,ISA40X25X4,1.9311,40,25,4,4,,,,,3.79999995,1.10000002,16,10,1.1242603,0.8148148,1.4,0.6,,,,1.3013333,2.46,angle
24,ISNB20H,1.8683,26.9,0,0,3.2,,,,,1.70000005,1.70000005,14.16498,14.16498,1.2639405,1.2639405,1.26,1.26,,,,34.000001,2.38,pipe
22,ISA40X40X3,1.8369,40,40,3,3,,,,,3.4000001,3.4000001,12,12,1.1643836,1.1643836,1.2,1.2,,,,0.693,2.34,angle
23,ISA50X30X3,1.8369,50,30,3,3,,,,,5.9000001,1.60000002,15,9,1.3563219,0.9815951,1.7,0.7,,,,0.693,2.34,angle
21,ISA30X30X4,1.7741,30,30,4,4,,,,,1.79999995,1.79999995,12,12,0.8450704,0.8450704,0.8,0.8,,,,1.1946667,2.26,angle
19,ISA25X25X5,1.76625,25,25,5,5,,,,,1.20000005,1.20000005,12.5,12.5,0.7017544,0.7017544,0.7,0.7,,,,1.875,2.25,angle
